Rs_ID,Chr.,Position,Variant ID(hg37),Map_Rs ID,Minor Allele Global Frequency,Gene name,Gene Annotation,Match_data1,Match_data2(hg38),Match_data3,State,ChrommID,Cell_type,P value,PIP,State_value
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116668378,116741778,Quies,BSS01393,AD.FATPAD,4.18e-13,0.999945902,18
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116668178,116742778,Quies,BSS01394,AD.FATPAD,4.18e-13,0.999945902,18
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116734378,116741178,Quies,BSS00038,ADIP.ADCYTE,4.18e-13,0.999945902,18
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116668178,116741178,Quies,BSS00043,ADIP.TISSUE,4.18e-13,0.999945902,18
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116736978,116738978,EnhA1,BSS00183,BLD.CD4T,4.18e-13,0.999945902,9
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116737178,116740378,EnhA1,BSS00185,BLD.CD4T,4.18e-13,0.999945902,9
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116737978,116739578,EnhA1,BSS00186,BLD.CD4T,4.18e-13,0.999945902,9
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116737778,116738178,EnhA1,BSS00188,BLD.CD4T,4.18e-13,0.999945902,9
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116736978,116740978,EnhA1,BSS00189,BLD.CD4T,4.18e-13,0.999945902,9
rs798000,1,116738074,1:117280696:C:T,rs798000,0.242612,"C1orf137(dist=31471),CD2(dist=16356)",intergenic,chr1,116737378,116739578,TssFlnkU,BSS00190,BLD.CD4T,4.18e-13,0.999945902,3
