Rs_ID,Chr.,Position,Variant ID(hg37),Map_Rs ID,Minor Allele Global Frequency,Gene name,Gene Annotation,Match_data1,Match_data2(hg38),Match_data3,State,ChrommID,Cell_type,P value,PIP,State_value
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15067569,15244169,Quies,BSS01393,AD.FATPAD,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15067569,15244169,Quies,BSS01394,AD.FATPAD,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15206369,Quies,BSS00038,ADIP.ADCYTE,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15244369,Quies,BSS00043,ADIP.TISSUE,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244169,Quies,BSS00183,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15218769,Quies,BSS00185,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244169,Quies,BSS00186,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15243969,Quies,BSS00188,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244169,Quies,BSS00189,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244169,Quies,BSS00190,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184969,15243969,Quies,BSS00191,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184569,15244369,Quies,BSS00192,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184569,15244569,Quies,BSS00274,BLD.CD4T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184969,15244169,Quies,BSS00193,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244369,Quies,BSS00194,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15107369,15244169,Quies,BSS00195,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15107169,15244169,Quies,BSS00196,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15023769,15244369,Quies,BSS00197,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244369,Quies,BSS00198,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15243369,Quies,BSS00200,BLD.CD8T,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15194969,15205969,Quies,BSS01279,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15194169,15244169,Quies,BSS01419,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15017569,15244369,Quies,BSS01420,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15194969,15219969,Quies,BSS01421,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184969,15244369,Quies,BSS01423,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15107169,15243569,Quies,BSS01424,BLD.MONONUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244569,Quies,BSS01346,BLD.NAIVET,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15243569,Quies,BSS01347,BLD.NAIVET,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15243169,Quies,BSS01348,BLD.NAIVET,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15244169,Quies,BSS01478,BLD.TREG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15107169,15243369,Quies,BSS01479,BLD.TREG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184769,15205969,Quies,BSS01480,BLD.TREG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15090169,15244169,Quies,BSS00084,BONE.EMB.ARM,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15067569,15243969,Quies,BSS00330,BONE.EMB.FEMUR,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15090369,15243969,Quies,BSS01154,BONE.EMB.LEG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15205969,Quies,BSS00705,BONE.MRW,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15161569,15205969,Quies,BSS01397,BONE.OSTBLAST,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15074169,15239569,Quies,BSS00077,BRN.AG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15150369,15239569,Quies,BSS00078,BRN.AG,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,14933569,15244169,Quies,BSS00071,BRN.AMM,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15206369,Quies,BSS00089,BRN.AST,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15227569,Quies,BSS00090,BRN.AST.CRBLLM,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15227569,Quies,BSS00091,BRN.AST.HPC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15227569,Quies,BSS00092,BRN.AST.SPCORD,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15144569,15221769,Quies,BSS00173,BRN.CAUD.NUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15109369,15244169,Quies,BSS00174,BRN.CAUD.NUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15076969,15239569,Quies,BSS00175,BRN.CAUD.NUC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00201,BRN.CBR.CTX,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15175369,15221769,Quies,BSS00219,BRN.CING.GYR,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15184969,15244169,Quies,BSS00220,BRN.CING.GYR,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00206,BRN.CRBLLM,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15199169,Quies,BSS00207,BRN.CRBLLM,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15148969,15243969,Quies,BSS00125,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15170969,15243969,Quies,BSS00126,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00127,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15244169,Quies,BSS00129,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15244169,Quies,BSS00130,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243369,Quies,BSS00131,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15171769,15239569,Quies,BSS00132,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00133,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15148969,15239569,Quies,BSS00134,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00135,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15244169,Quies,BSS00136,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15244169,Quies,BSS00138,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15244169,Quies,BSS00139,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15244169,Quies,BSS00140,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15177369,15243969,Quies,BSS00141,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15149169,15243969,Quies,BSS00142,BRN.EMB.BRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15171969,15239369,Quies,BSS00385,BRN.EMB.GERM.MTX,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15090169,15242969,Quies,BSS00369,BRN.FTL.CTX,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15133769,15221769,Quies,BSS00371,BRN.FTL.CTX,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15148569,15244169,Quies,BSS00386,BRN.GLOB.PD,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15095769,15239569,Quies,BSS01124,BRN.HPC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15080969,15244369,Quies,BSS01125,BRN.HPC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15075169,15239569,Quies,BSS01126,BRN.HPC,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15148569,15244169,Quies,BSS00729,BRN.INF.PAR.CTX,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15244169,Quies,BSS01250,BRN.MED.OBL,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15075169,15239569,Quies,BSS01271,BRN.MID.FTL,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,14933369,15243569,Quies,BSS01272,BRN.MID.FTL,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,14922369,15244169,Quies,BSS01273,BRN.MID.FTL.GYR,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15244169,Quies,BSS01270,BRN.MIDBRN,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15148569,15244169,Quies,BSS01388,BRN.OCC.LB,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,15106969,15244169,Quies,BSS01451,BRN.PONS,3.42e-08,0.340661907,18
rs113532504,6,15195451,6:15195682:C:T,rs113532504,0.183506,"LINC01108(dist=909997),JARID2(dist=50618)",intergenic,chr6,14922969,15243369,Quies,BSS01469,BRN.PTMN,3.42e-08,0.340661907,18
