Rs_ID,Chr.,Position,Variant ID(hg37),Map_Rs ID,Minor Allele Global Frequency,Gene name,Gene Annotation,Match_data1,Match_data2(hg38),Match_data3,State,ChrommID,Cell_type,P value,PIP,State_value
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27084581,Quies,BSS01393,AD.FATPAD,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27085381,Quies,BSS01394,AD.FATPAD,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27047581,27085581,Quies,BSS00038,ADIP.ADCYTE,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27015181,27085581,Quies,BSS00043,ADIP.TISSUE,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27042981,27081181,Quies,BSS00183,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27033181,27067981,Quies,BSS00185,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27040781,27087381,ReprPCWk,BSS00186,BLD.CD4T,8.39e-09,0.239067206,17
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032381,27083181,Quies,BSS00188,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27045781,27082781,Quies,BSS00189,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27073381,Quies,BSS00190,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27040981,27073981,ReprPCWk,BSS00191,BLD.CD4T,8.39e-09,0.239067206,17
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27072981,Quies,BSS00192,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27012381,27078981,Quies,BSS00274,BLD.CD4T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032581,27083781,Quies,BSS00193,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032381,27083981,Quies,BSS00194,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032381,27083181,Quies,BSS00195,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032381,27083181,Quies,BSS00196,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032381,27069981,Quies,BSS00197,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27042981,27074381,Quies,BSS00198,BLD.CD8T,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27055981,27086981,ReprPCWk,BSS00200,BLD.CD8T,8.39e-09,0.239067206,17
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27038381,27061381,ReprPCWk,BSS01279,BLD.MONONUC,8.39e-09,0.239067206,17
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032581,27086181,Quies,BSS01419,BLD.MONONUC,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27083181,Quies,BSS01420,BLD.MONONUC,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27050181,27081981,Quies,BSS01421,BLD.MONONUC,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27015781,27078981,Quies,BSS01423,BLD.MONONUC,8.39e-09,0.239067206,18
rs182199544,7,27057485,7:27097104:C:T,rs112839045,0.132987,"SKAP2(dist=192895),HOXA1(dist=35510)",intergenic,chr7,27032181,27085981,Quies,BSS01424,BLD.MONONUC,8.39e-09,0.239067206,18
